Date,Open,High,Low,Close,Adj Close,Volume
2023-10-04,9200.000000,9250.000000,9125.000000,9200.000000,8950.069336,112582800
2023-10-05,9200.000000,9200.000000,9075.000000,9075.000000,8828.464844,72855700
2023-10-06,9100.000000,9100.000000,9025.000000,9025.000000,8779.823242,53344400
2023-10-09,9025.000000,9125.000000,9025.000000,9050.000000,8804.144531,43774500
2023-10-10,9000.000000,9000.000000,8925.000000,8925.000000,8682.540039,71966100
2023-10-11,8925.000000,9025.000000,8925.000000,8925.000000,8682.540039,84305800
2023-10-12,9000.000000,9100.000000,9000.000000,9050.000000,8804.144531,71064500
2023-10-13,9100.000000,9125.000000,9025.000000,9075.000000,8828.464844,62941800
2023-10-16,9125.000000,9125.000000,9050.000000,9100.000000,8852.786133,29429200
2023-10-17,9050.000000,9075.000000,8950.000000,8950.000000,8706.860352,59606000
2023-10-18,8925.000000,8950.000000,8850.000000,8850.000000,8609.577148,50919200
2023-10-19,8825.000000,8850.000000,8750.000000,8750.000000,8512.293945,89509700
2023-10-20,8725.000000,9025.000000,8725.000000,8975.000000,8731.181641,64554500
2023-10-23,8875.000000,8925.000000,8850.000000,8850.000000,8609.577148,50633500
2023-10-24,8775.000000,8875.000000,8775.000000,8775.000000,8536.614258,76963200
2023-10-25,8825.000000,8925.000000,8825.000000,8875.000000,8633.898438,54748400
2023-10-26,8925.000000,8950.000000,8725.000000,8725.000000,8487.972656,63199400
2023-10-27,8725.000000,8800.000000,8700.000000,8700.000000,8463.652344,52450700
2023-10-30,8700.000000,8850.000000,8700.000000,8850.000000,8609.577148,51958200
2023-10-31,8800.000000,8825.000000,8725.000000,8750.000000,8512.293945,64907600
2023-11-01,8750.000000,8775.000000,8600.000000,8600.000000,8366.369141,67027600
2023-11-02,8725.000000,8900.000000,8725.000000,8850.000000,8609.577148,56050900
2023-11-03,8925.000000,8950.000000,8850.000000,8900.000000,8658.218750,60414100
2023-11-06,8975.000000,9050.000000,8950.000000,9050.000000,8804.144531,84994200
2023-11-07,9000.000000,9025.000000,8900.000000,8975.000000,8731.181641,60648200
2023-11-08,8950.000000,9000.000000,8900.000000,9000.000000,8755.501953,31829300
2023-11-09,8900.000000,9050.000000,8900.000000,9000.000000,8755.501953,46076800
2023-11-10,8950.000000,9000.000000,8825.000000,8825.000000,8585.256836,50754600
2023-11-13,8875.000000,8925.000000,8850.000000,8875.000000,8633.898438,20827700
2023-11-14,8900.000000,8950.000000,8875.000000,8925.000000,8682.540039,37195700
2023-11-15,8975.000000,9050.000000,8950.000000,9050.000000,8804.144531,84977900
2023-11-16,9050.000000,9075.000000,8950.000000,9075.000000,8828.464844,48714300
2023-11-17,9025.000000,9075.000000,8975.000000,9075.000000,8828.464844,57050500
2023-11-20,8975.000000,9025.000000,8875.000000,8875.000000,8633.898438,49216000
2023-11-21,8825.000000,8900.000000,8775.000000,8775.000000,8536.614258,107614800
2023-11-22,8775.000000,8875.000000,8775.000000,8875.000000,8633.898438,40364800
2023-11-23,8850.000000,8975.000000,8850.000000,8925.000000,8682.540039,55542100
2023-11-24,8925.000000,8975.000000,8900.000000,8925.000000,8682.540039,43631900
2023-11-27,8900.000000,8950.000000,8875.000000,8875.000000,8633.898438,35679000
2023-11-28,8875.000000,8950.000000,8850.000000,8875.000000,8633.898438,69070600
2023-11-29,8900.000000,8950.000000,8900.000000,8900.000000,8658.218750,54715600
2023-11-30,8925.000000,8975.000000,8900.000000,8975.000000,8731.181641,205312100
2023-12-01,8925.000000,8975.000000,8900.000000,8950.000000,8706.860352,80566400
2023-12-04,8950.000000,9025.000000,8925.000000,8925.000000,8723.966797,54747400
2023-12-05,8950.000000,8950.000000,8825.000000,8900.000000,8699.529297,94363900
2023-12-06,8850.000000,8950.000000,8800.000000,8800.000000,8601.782227,81852800
2023-12-07,8750.000000,8825.000000,8725.000000,8825.000000,8626.218750,91322500
2023-12-08,8800.000000,8850.000000,8750.000000,8750.000000,8552.908203,43891600
2023-12-11,8675.000000,8775.000000,8675.000000,8750.000000,8552.908203,78642800
2023-12-12,8700.000000,8750.000000,8700.000000,8700.000000,8504.034180,87589300
2023-12-13,8700.000000,8750.000000,8675.000000,8675.000000,8479.597656,51560500
2023-12-14,8775.000000,9050.000000,8750.000000,9050.000000,8846.150391,115332800
2023-12-15,9125.000000,9225.000000,9075.000000,9225.000000,9017.208984,275013500
2023-12-18,9200.000000,9225.000000,9150.000000,9200.000000,8992.772461,111712200
2023-12-19,9125.000000,9250.000000,9125.000000,9250.000000,9041.645508,65174500
2023-12-20,9250.000000,9300.000000,9225.000000,9300.000000,9090.519531,72938100
2023-12-21,9300.000000,9325.000000,9250.000000,9325.000000,9114.956055,88116700
2023-12-22,9275.000000,9350.000000,9275.000000,9325.000000,9114.956055,64449600
2023-12-27,9375.000000,9400.000000,9325.000000,9375.000000,9163.830078,64464700
2023-12-28,9325.000000,9425.000000,9325.000000,9400.000000,9188.267578,70184600
2023-12-29,9425.000000,9450.000000,9350.000000,9400.000000,9188.267578,79903400
2024-01-02,9400.000000,9425.000000,9350.000000,9425.000000,9212.704102,30545200
2024-01-03,9425.000000,9425.000000,9325.000000,9350.000000,9139.393555,34603300
2024-01-04,9400.000000,9475.000000,9375.000000,9475.000000,9261.578125,56501800
2024-01-05,9500.000000,9600.000000,9475.000000,9575.000000,9359.325195,85290100
2024-01-08,9600.000000,9625.000000,9475.000000,9575.000000,9359.325195,50896000
2024-01-09,9600.000000,9625.000000,9575.000000,9625.000000,9408.199219,59848600
2024-01-10,9650.000000,9650.000000,9550.000000,9550.000000,9334.888672,52774900
2024-01-11,9625.000000,9650.000000,9575.000000,9575.000000,9359.325195,39381500
2024-01-12,9650.000000,9700.000000,9600.000000,9700.000000,9481.509766,68253400
2024-01-15,9750.000000,9750.000000,9650.000000,9725.000000,9505.946289,88399500
2024-01-16,9700.000000,9750.000000,9675.000000,9700.000000,9481.509766,44869200
2024-01-17,9750.000000,9750.000000,9650.000000,9750.000000,9530.383789,107706100
2024-01-18,9675.000000,9750.000000,9625.000000,9675.000000,9457.073242,71048900
2024-01-19,9775.000000,9775.000000,9600.000000,9625.000000,9408.199219,63176500
2024-01-22,9600.000000,9650.000000,9525.000000,9625.000000,9408.199219,52868300
2024-01-23,9450.000000,9600.000000,9450.000000,9600.000000,9383.761719,92348600
2024-01-24,9600.000000,9600.000000,9475.000000,9525.000000,9310.451172,84906000
2024-01-25,9450.000000,9575.000000,9450.000000,9500.000000,9286.014648,63212700
2024-01-26,9400.000000,9450.000000,9300.000000,9350.000000,9139.393555,78977300
2024-01-29,9400.000000,9550.000000,9375.000000,9550.000000,9334.888672,73452800
2024-01-30,9500.000000,9650.000000,9475.000000,9650.000000,9432.635742,73136400
2024-01-31,9700.000000,9700.000000,9550.000000,9550.000000,9334.888672,102581200
2024-02-01,9650.000000,9725.000000,9575.000000,9700.000000,9481.509766,104208700
2024-02-02,9775.000000,9800.000000,9625.000000,9700.000000,9481.509766,99324000
2024-02-05,9675.000000,9675.000000,9525.000000,9575.000000,9359.325195,57983300
2024-02-06,9750.000000,9750.000000,9625.000000,9625.000000,9408.199219,87651000
2024-02-07,9700.000000,9725.000000,9650.000000,9700.000000,9481.509766,92953500
2024-02-12,9750.000000,9800.000000,9700.000000,9800.000000,9579.256836,87949400
2024-02-13,9750.000000,9800.000000,9700.000000,9725.000000,9505.946289,66072400
2024-02-15,9950.000000,9975.000000,9850.000000,9850.000000,9628.130859,164748900
2024-02-16,9975.000000,10000.000000,9875.000000,9950.000000,9725.878906,142277200
2024-02-19,9900.000000,9975.000000,9825.000000,9875.000000,9652.567383,53341300
2024-02-20,9850.000000,10025.000000,9850.000000,10025.000000,9799.189453,63997700
2024-02-21,9950.000000,10000.000000,9850.000000,9975.000000,9750.315430,75371600
2024-02-22,9975.000000,9975.000000,9875.000000,9875.000000,9652.567383,66913000
2024-02-23,9900.000000,9925.000000,9800.000000,9825.000000,9603.694336,55192300
2024-02-26,9750.000000,9875.000000,9725.000000,9800.000000,9579.256836,41356000
2024-02-27,9750.000000,9900.000000,9750.000000,9875.000000,9652.567383,43735800
2024-02-28,9975.000000,10000.000000,9900.000000,10000.000000,9774.751953,54043100
2024-02-29,10000.000000,10000.000000,9850.000000,9875.000000,9652.567383,126671200
2024-03-01,9900.000000,9925.000000,9800.000000,9825.000000,9603.694336,51520600
2024-03-04,9800.000000,9825.000000,9750.000000,9750.000000,9530.383789,43822900
2024-03-05,9900.000000,9900.000000,9775.000000,9800.000000,9579.256836,61952900
2024-03-06,9900.000000,10000.000000,9775.000000,9950.000000,9725.878906,70242200
2024-03-07,10050.000000,10175.000000,10000.000000,10125.000000,9896.936523,118369300
2024-03-08,10250.000000,10300.000000,10125.000000,10150.000000,9921.374023,100947200
2024-03-13,10400.000000,10400.000000,10000.000000,10000.000000,9774.751953,141622600
2024-03-14,10050.000000,10325.000000,10025.000000,10325.000000,10092.431641,110681100
2024-03-15,10200.000000,10300.000000,10050.000000,10150.000000,9921.374023,154176800
2024-03-18,10175.000000,10275.000000,10150.000000,10150.000000,9921.374023,62444100
2024-03-19,10150.000000,10250.000000,10150.000000,10175.000000,9945.810547,55004800
2024-03-20,10100.000000,10150.000000,10075.000000,10125.000000,9896.936523,66269700
2024-03-21,10175.000000,10225.000000,10050.000000,10125.000000,9896.936523,90279400
2024-03-22,10000.000000,10125.000000,9950.000000,10100.000000,9872.500000,91968200
2024-03-25,10075.000000,10075.000000,9925.000000,10075.000000,10075.000000,66971000
2024-03-26,10050.000000,10050.000000,9950.000000,10050.000000,10050.000000,65742700
2024-03-27,10025.000000,10075.000000,10000.000000,10075.000000,10075.000000,39514100
2024-03-28,10025.000000,10100.000000,9975.000000,10075.000000,10075.000000,79229700
2024-04-01,10075.000000,10100.000000,9825.000000,9850.000000,9850.000000,79248700
2024-04-02,9925.000000,9950.000000,9800.000000,9900.000000,9900.000000,76763100
2024-04-03,9750.000000,9800.000000,9525.000000,9525.000000,9525.000000,177418400
2024-04-04,9575.000000,9850.000000,9575.000000,9850.000000,9850.000000,75993500
2024-04-05,9950.000000,9950.000000,9825.000000,9825.000000,9825.000000,70428600
2024-04-16,9350.000000,9575.000000,9250.000000,9475.000000,9475.000000,283265900
2024-04-17,9550.000000,9675.000000,9525.000000,9525.000000,9525.000000,95620700
2024-04-18,9525.000000,9575.000000,9450.000000,9475.000000,9475.000000,127134000
2024-04-19,9350.000000,9500.000000,9300.000000,9475.000000,9475.000000,147784300
2024-04-22,9400.000000,9425.000000,9350.000000,9350.000000,9350.000000,128908000
2024-04-23,9400.000000,9775.000000,9400.000000,9725.000000,9725.000000,178833000
2024-04-24,9825.000000,9950.000000,9750.000000,9950.000000,9950.000000,132832700
2024-04-25,10000.000000,10000.000000,9700.000000,9775.000000,9775.000000,104874100
2024-04-26,9700.000000,9825.000000,9625.000000,9625.000000,9625.000000,100932900
2024-04-29,9525.000000,9850.000000,9525.000000,9800.000000,9800.000000,90063500
2024-04-30,10050.000000,10050.000000,9800.000000,9800.000000,9800.000000,109623000
2024-05-02,9900.000000,9900.000000,9500.000000,9550.000000,9550.000000,97079400
2024-05-03,9750.000000,9850.000000,9675.000000,9850.000000,9850.000000,81200400
2024-05-06,9850.000000,9875.000000,9775.000000,9800.000000,9800.000000,53076200
2024-05-07,9700.000000,9750.000000,9625.000000,9700.000000,9700.000000,66746800
2024-05-08,9600.000000,9700.000000,9375.000000,9375.000000,9375.000000,112808900
2024-05-13,9200.000000,9525.000000,9200.000000,9525.000000,9525.000000,145469900
2024-05-14,9625.000000,9675.000000,9525.000000,9550.000000,9550.000000,95363500
2024-05-15,9500.000000,9600.000000,9425.000000,9500.000000,9500.000000,54741900
2024-05-16,9575.000000,9675.000000,9525.000000,9600.000000,9600.000000,61126000
2024-05-17,9600.000000,9850.000000,9575.000000,9750.000000,9750.000000,99848500
2024-05-20,9700.000000,9800.000000,9475.000000,9475.000000,9475.000000,87890100
2024-05-21,9450.000000,9575.000000,9375.000000,9375.000000,9375.000000,75311400
2024-05-22,9475.000000,9575.000000,9325.000000,9425.000000,9425.000000,121712700
2024-05-27,9300.000000,9375.000000,9275.000000,9300.000000,9300.000000,128578500
2024-05-28,9300.000000,9400.000000,9300.000000,9300.000000,9300.000000,73945700
2024-05-29,9275.000000,9325.000000,9150.000000,9150.000000,9150.000000,117351600
2024-05-30,9000.000000,9250.000000,8775.000000,9000.000000,9000.000000,207115100
2024-05-31,9100.000000,9250.000000,9025.000000,9250.000000,9250.000000,756431600
2024-06-03,9350.000000,9350.000000,9225.000000,9275.000000,9275.000000,72197700
2024-06-04,9525.000000,9525.000000,9350.000000,9350.000000,9350.000000,75353100
2024-06-05,9500.000000,9500.000000,9300.000000,9450.000000,9450.000000,82087300
2024-06-06,9525.000000,9525.000000,9450.000000,9475.000000,9475.000000,44991300
2024-06-07,9500.000000,9500.000000,9325.000000,9325.000000,9325.000000,51599800
2024-06-10,9500.000000,9525.000000,9450.000000,9525.000000,9525.000000,45584700
2024-06-11,9550.000000,9550.000000,9300.000000,9300.000000,9300.000000,68690900
2024-06-12,9300.000000,9325.000000,9250.000000,9250.000000,9250.000000,49785700
2024-06-13,9475.000000,9475.000000,9200.000000,9200.000000,9200.000000,84652200
2024-06-14,9200.000000,9250.000000,9100.000000,9200.000000,9200.000000,52986300
2024-06-19,9250.000000,9250.000000,9050.000000,9050.000000,9050.000000,100051000
2024-06-20,9150.000000,9425.000000,9100.000000,9425.000000,9425.000000,81474800
2024-06-21,9475.000000,9675.000000,9400.000000,9600.000000,9600.000000,166841200
2024-06-24,9600.000000,9750.000000,9575.000000,9600.000000,9600.000000,79592300
2024-06-25,9600.000000,9600.000000,9450.000000,9600.000000,9600.000000,80029000
2024-06-26,9525.000000,9650.000000,9450.000000,9500.000000,9500.000000,77913200
2024-06-27,9575.000000,9750.000000,9550.000000,9750.000000,9750.000000,89150700
2024-06-28,9800.000000,9975.000000,9775.000000,9925.000000,9925.000000,166172300
2024-07-01,9850.000000,9900.000000,9825.000000,9875.000000,9875.000000,68634600
2024-07-02,10000.000000,10000.000000,9850.000000,9900.000000,9900.000000,78848500
2024-07-03,9975.000000,10000.000000,9925.000000,10000.000000,10000.000000,55860200
2024-07-04,9975.000000,10000.000000,9825.000000,9825.000000,9825.000000,67054000
2024-07-05,9925.000000,9975.000000,9875.000000,9950.000000,9950.000000,36946900
2024-07-08,10000.000000,10050.000000,9950.000000,10050.000000,10050.000000,72903600
2024-07-09,10100.000000,10150.000000,10075.000000,10075.000000,10075.000000,61853200
2024-07-10,10175.000000,10225.000000,10050.000000,10100.000000,10100.000000,62325900
2024-07-11,10000.000000,10125.000000,10000.000000,10075.000000,10075.000000,55908400
2024-07-12,10050.000000,10100.000000,10025.000000,10075.000000,10075.000000,62646500
2024-07-15,10050.000000,10075.000000,9950.000000,10050.000000,10050.000000,36682600
2024-07-16,9975.000000,10025.000000,9950.000000,9950.000000,9950.000000,37192700
2024-07-17,9900.000000,9950.000000,9800.000000,9800.000000,9800.000000,90666000
2024-07-18,9800.000000,10100.000000,9800.000000,10100.000000,10100.000000,65383200
2024-07-19,10050.000000,10125.000000,9975.000000,10125.000000,10125.000000,53880300
2024-07-22,10125.000000,10150.000000,10100.000000,10100.000000,10100.000000,31285300
2024-07-23,10200.000000,10200.000000,10125.000000,10175.000000,10175.000000,39321100
2024-07-24,10125.000000,10175.000000,10075.000000,10075.000000,10075.000000,24658000
2024-07-25,10225.000000,10300.000000,10200.000000,10300.000000,10300.000000,98088100
2024-07-26,10375.000000,10400.000000,10300.000000,10325.000000,10325.000000,75565800
2024-07-29,10400.000000,10425.000000,10175.000000,10250.000000,10250.000000,69092500
2024-07-30,10300.000000,10300.000000,10175.000000,10175.000000,10175.000000,32122900
2024-07-31,10350.000000,10350.000000,10225.000000,10275.000000,10275.000000,82519900
2024-08-01,10200.000000,10375.000000,10200.000000,10375.000000,10375.000000,61176200
2024-08-02,10275.000000,10350.000000,10200.000000,10200.000000,10200.000000,55699900
2024-08-05,10000.000000,10150.000000,9875.000000,9875.000000,9875.000000,126328300
2024-08-06,10075.000000,10075.000000,9950.000000,10000.000000,10000.000000,78473900
2024-08-07,10000.000000,10100.000000,10000.000000,10100.000000,10100.000000,52327400
2024-08-08,10150.000000,10225.000000,10075.000000,10225.000000,10225.000000,54162100
2024-08-09,10225.000000,10250.000000,10100.000000,10150.000000,10150.000000,47062400
2024-08-12,10100.000000,10200.000000,10075.000000,10200.000000,10200.000000,40364100
2024-08-13,10250.000000,10300.000000,10175.000000,10300.000000,10300.000000,55207100
2024-08-14,10300.000000,10300.000000,10200.000000,10200.000000,10200.000000,47999100
2024-08-15,10200.000000,10300.000000,10175.000000,10225.000000,10225.000000,33396600
2024-08-16,10300.000000,10325.000000,10250.000000,10325.000000,10325.000000,40731400
2024-08-19,10325.000000,10425.000000,10275.000000,10375.000000,10375.000000,51054400
2024-08-20,10325.000000,10450.000000,10300.000000,10425.000000,10425.000000,60304400
2024-08-21,10500.000000,10500.000000,10425.000000,10425.000000,10425.000000,84848800
